tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	gene_type	symbol_from_authority	full_name	nomenclature_status	other_designations	modification_date	class
9606	283694	OR4N4	-	OR15-1|OR15-5	HGNC:15375|Ensembl:ENSG00000183706|HPRD:17731|Vega:OTTHUMG00000171739	15	15q11.2	"olfactory receptor, family 4, subfamily N, member 4"	protein-coding	OR4N4	"olfactory receptor, family 4, subfamily N, member 4"	O	olfactory receptor 4N4|olfactory receptor OR15-1|olfactory receptor OR15-5	20120610	GPCR
9606	390437	OR4N5	-	-	HGNC:15358|Ensembl:ENSG00000184394|HPRD:14985|Vega:OTTHUMG00000170784	14	14q11.2	"olfactory receptor, family 4, subfamily N, member 5"	protein-coding	OR4N5	"olfactory receptor, family 4, subfamily N, member 5"	O	olfactory receptor 4N5|olfactory receptor OR14-33	20120610	GPCR
9606	81300	OR4P4	-	OR4P3P	HGNC:15180|Ensembl:ENSG00000181927|HPRD:14986|Vega:OTTHUMG00000165300	11	11q12.1	"olfactory receptor, family 4, subfamily P, member 4"	protein-coding	OR4P4	"olfactory receptor, family 4, subfamily P, member 4"	O	"olfactory receptor 4P3|olfactory receptor 4P4|olfactory receptor, family 4, subfamily P, member 3 pseudogene"	20120610	GPCR
9606	390432	OR4Q2	-	OR4Q2P	HGNC:15359	14	14q11.2	"olfactory receptor, family 4, subfamily Q, member 2 (gene/pseudogene)"	pseudo	OR4Q2	"olfactory receptor, family 4, subfamily Q, member 2 (gene/pseudogene)"	O	-	20120610	GPCR
9606	441669	OR4Q3	-	C14orf13|HSA6|OR14-3|OR4Q4|c14_5008	HGNC:15426|Ensembl:ENSG00000182652|HPRD:17732|Vega:OTTHUMG00000170612	14	14q11.2	"olfactory receptor, family 4, subfamily Q, member 3"	protein-coding	OR4Q3	"olfactory receptor, family 4, subfamily Q, member 3"	O	"olfactory receptor 4Q3|olfactory receptor 4Q4|olfactory receptor OR14-3|olfactory receptor, family 4, subfamily Q, member 4"	20120610	GPCR
9606	256148	OR4S1	-	OR11-100	HGNC:14705|Ensembl:ENSG00000176555|HPRD:14987|Vega:OTTHUMG00000166578	11	11p11.2	"olfactory receptor, family 4, subfamily S, member 1"	protein-coding	OR4S1	"olfactory receptor, family 4, subfamily S, member 1"	O	olfactory receptor 4S1|olfactory receptor OR11-100	20120610	GPCR
9606	219431	OR4S2	-	OR11-137|OR4S2P|OST725	HGNC:15183|Ensembl:ENSG00000174982|HPRD:14988|Vega:OTTHUMG00000166799	11	11q11	"olfactory receptor, family 4, subfamily S, member 2"	protein-coding	OR4S2	"olfactory receptor, family 4, subfamily S, member 2"	O	"olfactory receptor 4S2|olfactory receptor OR11-137|olfactory receptor, family 4, subfamily S, member 2 pseudogene"	20120610	GPCR
9606	390113	OR4X1	-	OR11-104	HGNC:14854|Ensembl:ENSG00000176567|HPRD:14989|Vega:OTTHUMG00000165301	11	11p11.2	"olfactory receptor, family 4, subfamily X, member 1"	protein-coding	OR4X1	"olfactory receptor, family 4, subfamily X, member 1"	O	olfactory receptor 4X1|olfactory receptor OR11-104	20120610	GPCR
9606	119764	OR4X2	-	OR11-105	HGNC:15184|Ensembl:ENSG00000172208|HPRD:14990|Vega:OTTHUMG00000165302	11	11p11.2	"olfactory receptor, family 4, subfamily X, member 2"	protein-coding	OR4X2	"olfactory receptor, family 4, subfamily X, member 2"	O	olfactory receptor 4X2|olfactory receptor OR11-105	20120610	GPCR
9606	26537	OR51A1P	-	HPFH6OR	HGNC:8316	11	11p15.4	"olfactory receptor, family 51, subfamily A, member 1 pseudogene"	pseudo	OR51A1P	"olfactory receptor, family 51, subfamily A, member 1 pseudogene"	O	-	20120511	GPCR
9606	401667	OR51A2	-	-	HGNC:14764|Ensembl:ENSG00000205496|HPRD:17733|Vega:OTTHUMG00000066602	11	11p15.4	"olfactory receptor, family 51, subfamily A, member 2"	protein-coding	OR51A2	"olfactory receptor, family 51, subfamily A, member 2"	O	olfactory receptor 51A2	20120610	GPCR
9606	401666	OR51A4	-	-	HGNC:14795|Ensembl:ENSG00000205497|HPRD:14991|Vega:OTTHUMG00000066614	11	11p15.4	"olfactory receptor, family 51, subfamily A, member 4"	protein-coding	OR51A4	"olfactory receptor, family 51, subfamily A, member 4"	O	olfactory receptor 51A4	20120610	GPCR
9606	119687	OR51A7	-	OR11-27	HGNC:15188|Ensembl:ENSG00000176895|HPRD:14992|Vega:OTTHUMG00000066502	11	11p15.4	"olfactory receptor, family 51, subfamily A, member 7"	protein-coding	OR51A7	"olfactory receptor, family 51, subfamily A, member 7"	O	olfactory receptor 51A7|olfactory receptor OR11-27	20120610	GPCR
9606	79345	OR51B2	-	HOR5'Beta3|OR51B1P	HGNC:14703|Ensembl:ENSG00000184881|HPRD:17734|Vega:OTTHUMG00000066682	11	11p15	"olfactory receptor, family 51, subfamily B, member 2"	protein-coding	OR51B2	"olfactory receptor, family 51, subfamily B, member 2"	O	odorant receptor HOR5'beta3|olfactory receptor 51B1|olfactory receptor 51B2	20120610	GPCR
9606	79339	OR51B4	-	HOR5'Beta1	HGNC:14708|Ensembl:ENSG00000183251|HPRD:17735|Vega:OTTHUMG00000066665	11	11p15	"olfactory receptor, family 51, subfamily B, member 4"	protein-coding	OR51B4	"olfactory receptor, family 51, subfamily B, member 4"	O	odorant receptor HOR5'beta1|olfactory receptor 51B4	20120610	GPCR
9606	282763	OR51B5	-	HOR5'Beta5|OR11-37	HGNC:19599|HPRD:14993	11	11p15.4	"olfactory receptor, family 51, subfamily B, member 5"	protein-coding	OR51B5	"olfactory receptor, family 51, subfamily B, member 5"	O	odorant receptor HOR5'beta5|olfactory receptor 51B5|olfactory receptor OR11-37	20120610	GPCR
9606	390058	OR51B6	-	HOR5'Beta6	HGNC:19600|Ensembl:ENSG00000176239|HPRD:14994|Vega:OTTHUMG00000066669	11	11p15.4	"olfactory receptor, family 51, subfamily B, member 6"	protein-coding	OR51B6	"olfactory receptor, family 51, subfamily B, member 6"	O	odorant receptor HOR5'beta6|olfactory receptor 51B5|olfactory receptor 51B6	20120610	GPCR
9606	401661	OR51C1P	-	OR51C2P|OR51C3P|OST734	HGNC:15191	11	11p15.4	"olfactory receptor, family 51, subfamily C, member 1 pseudogene"	pseudo	OR51C1P	"olfactory receptor, family 51, subfamily C, member 1 pseudogene"	O	-	20120511	GPCR
9606	390038	OR51D1	-	OR11-14|OR51D1Q	HGNC:15193|Ensembl:ENSG00000197428|HPRD:14995|Vega:OTTHUMG00000165724	11	11p15.4	"olfactory receptor, family 51, subfamily D, member 1"	protein-coding	OR51D1	"olfactory receptor, family 51, subfamily D, member 1"	O	olfactory receptor 51D1|olfactory receptor OR11-14	20120610	GPCR
9606	143503	OR51E1	-	D-GPCR|GPR136|GPR164|OR51E1P|OR52A3P|POGR|PSGR2	HGNC:15194|MIM:611267|Ensembl:ENSG00000180785|HPRD:14996|Vega:OTTHUMG00000157024	11	11p15.4	"olfactory receptor, family 51, subfamily E, member 1"	protein-coding	OR51E1	"olfactory receptor, family 51, subfamily E, member 1"	O	"Dresden-G-protein-coupled receptor|G-protein coupled receptor 164|olfactory receptor 51E1|olfactory receptor 52A3|olfactory receptor OR11-15|olfactory receptor, family 51, subfamily E, member 1 pseudogene|olfactory receptor, family 52, subfamily A, member 3 pseudogene|prostate overexpressed G protein-coupled receptor|prostate-overexpressed G protein-coupled receptor|prostate-specific G protein-coupled receptor 2"	20120622	GPCR
9606	81285	OR51E2	hCG_2044604	OR51E3P|OR52A2|PSGR	HGNC:15195|MIM:611268|Ensembl:ENSG00000167332|HPRD:17736|Vega:OTTHUMG00000133362	11	11p15	"olfactory receptor, family 51, subfamily E, member 2"	protein-coding	OR51E2	"olfactory receptor, family 51, subfamily E, member 2"	O	"HPRAJ|olfactory receptor 51E2|olfactory receptor OR11-16|olfactory receptor, family 51, subfamily E, member 3 pseudogene|olfactory receptor, family 52, subfamily A, member 2|prostate specific G-protein coupled receptor|prostate-specific G-protein coupled receptor"	20120627	GPCR
9606	256892	OR51F1	-	OR11-21|OR51F1P	HGNC:15196|Ensembl:ENSG00000188069|HPRD:17737|Vega:OTTHUMG00000066503	11	11p15.4	"olfactory receptor, family 51, subfamily F, member 1"	protein-coding	OR51F1	"olfactory receptor, family 51, subfamily F, member 1"	O	"olfactory receptor 51F1|olfactory receptor OR11-21 pseudogene|olfactory receptor, family 51, subfamily F, member 1 pseudogene"	20120610	GPCR
9606	119694	OR51F2	-	OR11-23	HGNC:15197|Ensembl:ENSG00000176925|HPRD:17738|Vega:OTTHUMG00000066508	11	11p15.4	"olfactory receptor, family 51, subfamily F, member 2"	protein-coding	OR51F2	"olfactory receptor, family 51, subfamily F, member 2"	O	olfactory receptor 51F2|olfactory receptor OR11-23	20120610	GPCR
9606	79324	OR51G1	-	OR11-29|OR51G3P	HGNC:14738|Ensembl:ENSG00000176879|HPRD:14997|Vega:OTTHUMG00000066532	11	11p15.4	"olfactory receptor, family 51, subfamily G, member 1"	protein-coding	OR51G1	"olfactory receptor, family 51, subfamily G, member 1"	O	olfactory receptor 51G1|olfactory receptor 51G3|olfactory receptor OR11-29	20120610	GPCR
9606	81282	OR51G2	-	OR11-28	HGNC:15198|Ensembl:ENSG00000176893|HPRD:14998|Vega:OTTHUMG00000066501	11	11p15.4	"olfactory receptor, family 51, subfamily G, member 2"	protein-coding	OR51G2	"olfactory receptor, family 51, subfamily G, member 2"	O	olfactory receptor 51G2|olfactory receptor OR11-28	20120610	GPCR
9606	401663	OR51H1P	-	OR51H1	HGNC:14833	11	11p15.4	"olfactory receptor, family 51, subfamily H, member 1 pseudogene"	pseudo	OR51H1P	"olfactory receptor, family 51, subfamily H, member 1 pseudogene"	O	-	20120610	GPCR
9606	390063	OR51I1	-	-	HGNC:15200|Ensembl:ENSG00000167359|HPRD:14999|Vega:OTTHUMG00000066908	11	11p15.4	"olfactory receptor, family 51, subfamily I, member 1"	protein-coding	OR51I1	"olfactory receptor, family 51, subfamily I, member 1"	O	HOR5'Beta11|odorant receptor HOR5'beta11|olfactory receptor 51I1|olfactory receptor OR11-39	20120610	GPCR
9606	390064	OR51I2	-	OR11-38	HGNC:15201|Ensembl:ENSG00000187918|HPRD:15000|Vega:OTTHUMG00000066902	11	11p15.4	"olfactory receptor, family 51, subfamily I, member 2"	protein-coding	OR51I2	"olfactory receptor, family 51, subfamily I, member 2"	O	HOR5'Beta12|odorant receptor HOR5'beta12|olfactory receptor 51I2|olfactory receptor OR11-38	20120610	GPCR
9606	79470	OR51J1	-	OR51J1P|OR51J2	HGNC:14856	11	11p15.4	"olfactory receptor, family 51, subfamily J, member 1 (gene/pseudogene)"	pseudo	OR51J1	"olfactory receptor, family 51, subfamily J, member 1 (gene/pseudogene)"	O	-	20120610	GPCR
9606	119682	OR51L1	-	OR11-31	HGNC:14759|Ensembl:ENSG00000176798|HPRD:11810|Vega:OTTHUMG00000066605	11	11p15.4	"olfactory receptor, family 51, subfamily L, member 1"	protein-coding	OR51L1	"olfactory receptor, family 51, subfamily L, member 1"	O	olfactory receptor 51L1|olfactory receptor OR11-31	20120610	GPCR
9606	390059	OR51M1	-	HOR5'Beta7|OR11-40	HGNC:14847|Ensembl:ENSG00000184698|HPRD:15002|Vega:OTTHUMG00000066680	11	11p15.4	"olfactory receptor, family 51, subfamily M, member 1"	protein-coding	OR51M1	"olfactory receptor, family 51, subfamily M, member 1"	O	odorant receptor HOR5'beta7|olfactory receptor 51M1|olfactory receptor OR11-40	20120610	GPCR
9606	390061	OR51Q1	-	-	HGNC:14851|Ensembl:ENSG00000167360|HPRD:15003|Vega:OTTHUMG00000066896	11	11p15.4	"olfactory receptor, family 51, subfamily Q, member 1"	protein-coding	OR51Q1	"olfactory receptor, family 51, subfamily Q, member 1"	O	olfactory receptor 51Q1	20120610	GPCR
9606	119692	OR51S1	-	OR11-24	HGNC:15204|Ensembl:ENSG00000176922|HPRD:17739|Vega:OTTHUMG00000066506	11	11p15.4	"olfactory receptor, family 51, subfamily S, member 1"	protein-coding	OR51S1	"olfactory receptor, family 51, subfamily S, member 1"	O	olfactory receptor 51S1|olfactory receptor OR11-24	20120610	GPCR
9606	401665	OR51T1	-	OR11-26	HGNC:15205|Ensembl:ENSG00000176900|HPRD:17740|Vega:OTTHUMG00000066507	11	11p15.4	"olfactory receptor, family 51, subfamily T, member 1"	protein-coding	OR51T1	"olfactory receptor, family 51, subfamily T, member 1"	O	olfactory receptor 51T1|olfactory receptor OR11-26	20120610	GPCR
9606	283111	OR51V1	-	OR11-36|OR51A12	HGNC:19597|Ensembl:ENSG00000176742|HPRD:17741|Vega:OTTHUMG00000066671	11	11p15.4	"olfactory receptor, family 51, subfamily V, member 1"	protein-coding	OR51V1	"olfactory receptor, family 51, subfamily V, member 1"	O	odorant receptor HOR3'beta1|olfactory receptor 51A12|olfactory receptor 51V1|olfactory receptor OR11-36	20120610	GPCR
9606	23538	OR52A1	-	HPFH1OR	HGNC:8318|Ensembl:ENSG00000182070|HPRD:17742	11	11p15.5	"olfactory receptor, family 52, subfamily A, member 1"	protein-coding	OR52A1	"olfactory receptor, family 52, subfamily A, member 1"	O	odorant receptor HOR3'beta4|olfactory receptor 52A1|olfactory receptor OR11-319	20120610	GPCR
9606	390053	OR52A4	-	-	HGNC:19579|HPRD:15004	11	11p15.4	"olfactory receptor, family 52, subfamily A, member 4"	pseudo	OR52A4	"olfactory receptor, family 52, subfamily A, member 4"	O	-	20120610	GPCR
9606	390054	OR52A5	-	OR11-33	HGNC:19580|Ensembl:ENSG00000171944|HPRD:15005|Vega:OTTHUMG00000066616	11	11p15.4	"olfactory receptor, family 52, subfamily A, member 5"	protein-coding	OR52A5	"olfactory receptor, family 52, subfamily A, member 5"	O	odorant receptor HOR3'beta5|olfactory receptor 52A5|olfactory receptor OR11-33	20120610	GPCR
9606	255725	OR52B2	-	OR11-70	HGNC:15207|Ensembl:ENSG00000255307|HPRD:15006|Vega:OTTHUMG00000165732	11	11p15.4	"olfactory receptor, family 52, subfamily B, member 2"	protein-coding	OR52B2	"olfactory receptor, family 52, subfamily B, member 2"	O	olfactory receptor 52B2|olfactory receptor OR11-70	20120610	GPCR
9606	143496	OR52B4	-	OR11-3	HGNC:15209|Ensembl:ENSG00000221996|HPRD:15007|Vega:OTTHUMG00000154222	11	11p15.4	"olfactory receptor, family 52, subfamily B, member 4"	protein-coding	OR52B4	"olfactory receptor, family 52, subfamily B, member 4"	O	olfactory receptor 52B4|olfactory receptor OR11-3	20120610	GPCR
9606	340980	OR52B6	-	OR11-47	HGNC:15211|Ensembl:ENSG00000187747|HPRD:17743|Vega:OTTHUMG00000066906	11	11p15.4	"olfactory receptor, family 52, subfamily B, member 6"	protein-coding	OR52B6	"olfactory receptor, family 52, subfamily B, member 6"	O	olfactory receptor 52B6|olfactory receptor OR11-47	20120610	GPCR
9606	390066	OR52D1	-	OR11-43	HGNC:15212|Ensembl:ENSG00000181609|HPRD:15008|Vega:OTTHUMG00000066895	11	11p15.4	"olfactory receptor, family 52, subfamily D, member 1"	protein-coding	OR52D1	"olfactory receptor, family 52, subfamily D, member 1"	O	HOR 5'Beta14|odorant receptor HOR5'beta14|olfactory receptor 52D1|olfactory receptor OR11-43	20120610	GPCR
9606	79296	OR52E1	-	OR52E1P	HGNC:14766	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)"	pseudo	OR52E1	"olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)"	O	-	20120610	GPCR
9606	119678	OR52E2	-	-	HGNC:14769|Ensembl:ENSG00000176787|HPRD:15009|Vega:OTTHUMG00000066608	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 2"	protein-coding	OR52E2	"olfactory receptor, family 52, subfamily E, member 2"	O	"olfactory receptor 52E2|olfactory receptor, family 10, subfamily AC, member 1 pseudogene"	20120610	GPCR
9606	390081	OR52E4	-	OR11-55	HGNC:15213|Ensembl:ENSG00000180974|HPRD:15010|Vega:OTTHUMG00000168804	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 4"	protein-coding	OR52E4	"olfactory receptor, family 52, subfamily E, member 4"	O	olfactory receptor 52E4|olfactory receptor OR11-55	20120610	GPCR
9606	390082	OR52E5	-	OR11-56	HGNC:15214|HPRD:15011	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 5"	pseudo	OR52E5	"olfactory receptor, family 52, subfamily E, member 5"	O	-	20120610	GPCR
9606	390078	OR52E6	-	OR11-58	HGNC:15215|Ensembl:ENSG00000205409|HPRD:15012|Vega:OTTHUMG00000168802	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 6"	protein-coding	OR52E6	"olfactory receptor, family 52, subfamily E, member 6"	O	olfactory receptor 52E6|olfactory receptor OR11-58	20120610	GPCR
9606	390079	OR52E8	-	OR11-54	HGNC:15217|Ensembl:ENSG00000183269|HPRD:15013|Vega:OTTHUMG00000168803	11	11p15.4	"olfactory receptor, family 52, subfamily E, member 8"	protein-coding	OR52E8	"olfactory receptor, family 52, subfamily E, member 8"	O	"olfactory receptor 52E8|olfactory receptor OR11-54|olfactory receptor, family 52, subfamily E, member 8 pseudogene"	20120610	GPCR
9606	390067	OR52H1	-	OR11-41|OR11-45	HGNC:15218|Ensembl:ENSG00000181616|HPRD:15014|Vega:OTTHUMG00000066909	11	11p15.4	"olfactory receptor, family 52, subfamily H, member 1"	protein-coding	OR52H1	"olfactory receptor, family 52, subfamily H, member 1"	O	olfactory receptor 52H1|olfactory receptor OR11-41 pseudogene|olfactory receptor OR11-45	20120610	GPCR
9606	390037	OR52I1	-	OR11-13	HGNC:15220|Ensembl:ENSG00000232268|HPRD:15015|Vega:OTTHUMG00000165722	11	11p15.4	"olfactory receptor, family 52, subfamily I, member 1"	protein-coding	OR52I1	"olfactory receptor, family 52, subfamily I, member 1"	O	olfactory receptor 52I1|olfactory receptor OR11-13	20120610	GPCR
9606	143502	OR52I2	-	OR11-12	HGNC:15221|Ensembl:ENSG00000226288|HPRD:15016|Vega:OTTHUMG00000165721	11	11p15.4	"olfactory receptor, family 52, subfamily I, member 2"	protein-coding	OR52I2	"olfactory receptor, family 52, subfamily I, member 2"	O	olfactory receptor 52I2|olfactory receptor OR11-12	20120610	GPCR
9606	119679	OR52J3	-	OR11-32	HGNC:14799|Ensembl:ENSG00000205495|HPRD:15017|Vega:OTTHUMG00000066600	11	11p15.4	"olfactory receptor, family 52, subfamily J, member 3"	protein-coding	OR52J3	"olfactory receptor, family 52, subfamily J, member 3"	O	olfactory receptor 52J3|olfactory receptor OR11-32	20120610	GPCR
9606	390036	OR52K1	-	OR11-8	HGNC:15222|Ensembl:ENSG00000196778|HPRD:15018|Vega:OTTHUMG00000165705	11	11p15.4	"olfactory receptor, family 52, subfamily K, member 1"	protein-coding	OR52K1	"olfactory receptor, family 52, subfamily K, member 1"	O	olfactory receptor 52K1|olfactory receptor OR11-8	20120610	GPCR
9606	119774	OR52K2	-	OR11-7	HGNC:15223|Ensembl:ENSG00000181963|HPRD:15019|Vega:OTTHUMG00000165703	11	11p15.4	"olfactory receptor, family 52, subfamily K, member 2"	protein-coding	OR52K2	"olfactory receptor, family 52, subfamily K, member 2"	O	olfactory receptor 52K2|olfactory receptor OR11-7	20120610	GPCR
9606	338751	OR52L1	-	OR11-50	HGNC:14785|Ensembl:ENSG00000183313|HPRD:17744|Vega:OTTHUMG00000165374	11	11p15.4	"olfactory receptor, family 52, subfamily L, member 1"	protein-coding	OR52L1	"olfactory receptor, family 52, subfamily L, member 1"	O	olfactory receptor 52L1|olfactory receptor OR11-50	20120610	GPCR
9606	79274	OR52L2P	-	OR52L2	HGNC:14788	11	11p15.4	"olfactory receptor, family 52, subfamily L, member 2 pseudogene"	pseudo	OR52L2P	"olfactory receptor, family 52, subfamily L, member 2 pseudogene"	O	-	20120610	GPCR
9606	119772	OR52M1	-	OR11-11|OR52M1P|OR52M3P	HGNC:15225|Ensembl:ENSG00000197790|HPRD:15020|Vega:OTTHUMG00000165706	11	11p15.4	"olfactory receptor, family 52, subfamily M, member 1"	protein-coding	OR52M1	"olfactory receptor, family 52, subfamily M, member 1"	O	"olfactory receptor 52M1|olfactory receptor OR11-11|olfactory receptor, family 52, subfamily M, member 1 pseudogene|olfactory receptor, family 52, subfamily M, member 3 pseudogene"	20120610	GPCR
9606	79473	OR52N1	-	OR11-61	HGNC:14853|Ensembl:ENSG00000181001|HPRD:15021|Vega:OTTHUMG00000168800	11	11p15.4	"olfactory receptor, family 52, subfamily N, member 1"	protein-coding	OR52N1	"olfactory receptor, family 52, subfamily N, member 1"	O	olfactory receptor 52N1|olfactory receptor OR11-61	20120610	GPCR
9606	390077	OR52N2	-	OR11-57	HGNC:15228|Ensembl:ENSG00000180988|HPRD:17745|Vega:OTTHUMG00000168801	11	11p15.4	"olfactory receptor, family 52, subfamily N, member 2"	protein-coding	OR52N2	"olfactory receptor, family 52, subfamily N, member 2"	O	olfactory receptor 52N2|olfactory receptor OR11-57	20120610	GPCR
9606	390072	OR52N4	-	OR11-64	HGNC:15230|Ensembl:ENSG00000181074|HPRD:15022|Vega:OTTHUMG00000066887	11	11p15.4	"olfactory receptor, family 52, subfamily N, member 4"	protein-coding	OR52N4	"olfactory receptor, family 52, subfamily N, member 4"	O	olfactory receptor 52N4|olfactory receptor OR11-64	20120610	GPCR
9606	390075	OR52N5	-	OR11-62|OR52N5Q	HGNC:15231|Ensembl:ENSG00000181009|HPRD:15023|Vega:OTTHUMG00000168799	11	11p15.4	"olfactory receptor, family 52, subfamily N, member 5"	protein-coding	OR52N5	"olfactory receptor, family 52, subfamily N, member 5"	O	olfactory receptor 52N5|olfactory receptor OR11-62	20120610	GPCR
9606	81248	OR52P1P	-	OR11-66|OR52P1	HGNC:15232	11	11p15.4	"olfactory receptor, family 52, subfamily P, member 1 pseudogene"	pseudo	OR52P1P	"olfactory receptor, family 52, subfamily P, member 1 pseudogene"	O	-	20120610	GPCR
9606	119695	OR52R1	-	OR11-22	HGNC:15235|Ensembl:ENSG00000176937|HPRD:15024|Vega:OTTHUMG00000066510	11	11p15.4	"olfactory receptor, family 52, subfamily R, member 1"	protein-coding	OR52R1	"olfactory receptor, family 52, subfamily R, member 1"	O	olfactory receptor 52R1|olfactory receptor OR11-22	20120610	GPCR
9606	120787	OR52W1	-	OR11-71|OR52W1P	HGNC:15239|Ensembl:ENSG00000175485|HPRD:15025|Vega:OTTHUMG00000165378	11	11p15.4	"olfactory receptor, family 52, subfamily W, member 1"	protein-coding	OR52W1	"olfactory receptor, family 52, subfamily W, member 1"	O	"olfactory receptor 52W1|olfactory receptor OR11-71|olfactory receptor, family 52, subfamily W, member 1 pseudogene"	20120610	GPCR
9606	283110	OR52Z1	-	OR52Z1P	HGNC:19596	11	11p15.4	"olfactory receptor, family 52, subfamily Z, member 1 (gene/pseudogene)"	pseudo	OR52Z1	"olfactory receptor, family 52, subfamily Z, member 1 (gene/pseudogene)"	O	-	20120610	GPCR
9606	120796	OR56A1	-	OR11-75	HGNC:14781|Ensembl:ENSG00000180934|HPRD:17746|Vega:OTTHUMG00000165377	11	11p15.4	"olfactory receptor, family 56, subfamily A, member 1"	protein-coding	OR56A1	"olfactory receptor, family 56, subfamily A, member 1"	O	olfactory receptor 56A1|olfactory receptor OR11-75	20120610	GPCR
9606	390083	OR56A3	-	OR56A2P|OR56A3P|OR56A6	HGNC:14786|Ensembl:ENSG00000184478|HPRD:17747|Vega:OTTHUMG00000165373	11	11p15.4	"olfactory receptor, family 56, subfamily A, member 3"	protein-coding	OR56A3	"olfactory receptor, family 56, subfamily A, member 3"	O	"olfactory receptor 56A3|olfactory receptor 56A6|olfactory receptor OR11-51|olfactory receptor, family 56, subfamily A, member 2 pseudogene|olfactory receptor, family 56, subfamily A, member 3 pseudogene|olfactory receptor, family 56, subfamily A, member 6"	20120610	GPCR
9606	120793	OR56A4	-	OR11-49	HGNC:14791|Ensembl:ENSG00000183389|HPRD:15026|Vega:OTTHUMG00000165376	11	11p15.4	"olfactory receptor, family 56, subfamily A, member 4"	protein-coding	OR56A4	"olfactory receptor, family 56, subfamily A, member 4"	O	olfactory receptor 56A4|olfactory receptor OR11-49	20120610	GPCR
9606	390084	OR56A5	-	OR56A5P	HGNC:14792	11	11p15.4	"olfactory receptor, family 56, subfamily A, member 5"	protein-coding	OR56A5	"olfactory receptor, family 56, subfamily A, member 5"	O	"olfactory receptor 56A5|olfactory receptor, family 56, subfamily A, member 5 pseudogene"	20120610	GPCR
9606	387748	OR56B1	-	OR11-65|OR56B1P	HGNC:15245|Ensembl:ENSG00000181023|HPRD:17748|Vega:OTTHUMG00000066891	11	11p15.4	"olfactory receptor, family 56, subfamily B, member 1"	protein-coding	OR56B1	"olfactory receptor, family 56, subfamily B, member 1"	O	"olfactory receptor 56B1|olfactory receptor OR11-65|olfactory receptor, family 56, subfamily B, member 1 pseudogene"	20120610	GPCR
9606	390073	OR56B2P	-	OR11-63|OR56B2	HGNC:15246	11	11p15.4	"olfactory receptor, family 56, subfamily B, member 2 pseudogene"	pseudo	OR56B2P	"olfactory receptor, family 56, subfamily B, member 2 pseudogene"	O	-	20120610	GPCR
9606	196335	OR56B4	-	OR11-67	HGNC:15248|Ensembl:ENSG00000180919|HPRD:15027|Vega:OTTHUMG00000165531	11	11p15.4	"olfactory receptor, family 56, subfamily B, member 4"	protein-coding	OR56B4	"olfactory receptor, family 56, subfamily B, member 4"	O	olfactory receptor 56B4|olfactory receptor OR11-67	20120610	GPCR
9606	219982	OR5A1	-	OR11-249|OR5A1P|OST181	HGNC:8319|Ensembl:ENSG00000172320|HPRD:15028|Vega:OTTHUMG00000167339	11	11q12.1	"olfactory receptor, family 5, subfamily A, member 1"	protein-coding	OR5A1	"olfactory receptor, family 5, subfamily A, member 1"	O	"olfactory receptor 5A1|olfactory receptor OR11-249|olfactory receptor, family 5, subfamily A, member 1 pseudogene"	20120610	GPCR
9606	219981	OR5A2	-	-	HGNC:15249|Ensembl:ENSG00000172324|HPRD:15029|Vega:OTTHUMG00000167419	11	11q12.1	"olfactory receptor, family 5, subfamily A, member 2"	protein-coding	OR5A2	"olfactory receptor, family 5, subfamily A, member 2"	O	olfactory receptor 5A2|olfactory receptor OR11-248	20120610	GPCR
9606	81431	OR5AC1	-	OR5AC1P	HGNC:15047	3	3q11.2	"olfactory receptor, family 5, subfamily AC, member 1 (gene/pseudogene)"	pseudo	OR5AC1	"olfactory receptor, family 5, subfamily AC, member 1 (gene/pseudogene)"	O	-	20120610	GPCR
9606	81050	OR5AC2	-	HSA1	HGNC:15431|Ensembl:ENSG00000196578|HPRD:15030|Vega:OTTHUMG00000160083	3	3q12.1	"olfactory receptor, family 5, subfamily AC, member 2"	protein-coding	OR5AC2	"olfactory receptor, family 5, subfamily AC, member 2"	O	olfactory receptor 5AC2	20120610	GPCR
9606	390181	OR5AK2	-	-	HGNC:15251|Ensembl:ENSG00000181273|HPRD:15031|Vega:OTTHUMG00000167019	11	11q12.1	"olfactory receptor, family 5, subfamily AK, member 2"	protein-coding	OR5AK2	"olfactory receptor, family 5, subfamily AK, member 2"	O	olfactory receptor 5AK2	20120610	GPCR
9606	81228	OR5AK3P	-	OR5AK3	HGNC:15252	11	11q12.1	"olfactory receptor, family 5, subfamily AK, member 3 pseudogene"	pseudo	OR5AK3P	"olfactory receptor, family 5, subfamily AK, member 3 pseudogene"	O	-	20120610	GPCR
9606	79482	OR5AL1	-	OR5AL1P	HGNC:14844	11	11q12.1	"olfactory receptor, family 5, subfamily AL, member 1 (gene/pseudogene)"	pseudo	OR5AL1	"olfactory receptor, family 5, subfamily AL, member 1 (gene/pseudogene)"	O	-	20120610	GPCR
