entrez_gene_symbol	gene_long_name	interaction_claim_source	interaction_types	drug_name	drug_primary_name
F10	coagulation factor X	TEND	n/a	COAGULATION FACTOR VIIA	COAGULATION FACTOR VIIA
F10	coagulation factor X	TEND	n/a	HEPARIN	HEPARIN
F10	coagulation factor X	TEND	n/a	MENADIONE	MENADIONE
F10	coagulation factor X	TEND	n/a	COAGULATION FACTOR IX	COAGULATION FACTOR IX
F10	coagulation factor X	TTD	inhibitor	DCL000449	AVE5026
F10	coagulation factor X	TTD	inhibitor	DCL000233	SR-123781A
F10	coagulation factor X	TTD	inhibitor	DCL000586	OTAMIXABAN
F10	coagulation factor X	TTD	inhibitor	DCL000651	TAK-442
F10	coagulation factor X	TTD	activator	DAP000964	COAGULATION FACTOR IX
F10	coagulation factor X	TTD	inhibitor	DAP000616	ENOXAPARIN
F10	coagulation factor X	TTD	inhibitor	DCL000537	IDRAPARINUX
F10	coagulation factor X	TTD	inhibitor	DCL000438	APIXABAN
F10	coagulation factor X	TTD	inhibitor	DCL000591	PD-348292
F10	coagulation factor X	TTD	inhibitor	DAP000812	FONDAPARINUX SODIUM
F10	coagulation factor X	TTD	inhibitor	DAP001363	DANAPAROID
F10	coagulation factor X	TTD	inhibitor	DCL000184	OCTOPAMINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB08658	ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB01057	ECHOTHIOPHATE
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00674	GALANTAMINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB04250	BUTYRYLTHIOCHOLINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB02845	METHYLPHOSPHINIC ACID
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00772	MALATHION
BCHE	butyrylcholinesterase	DrugBank	product of	DB00122	CHOLINE
BCHE	butyrylcholinesterase	DrugBank	potentiator	DB00449	DIPIVEFRIN
BCHE	butyrylcholinesterase	DrugBank	n/a	DB02944	ALPHA-D-MANNOSE
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB01010	EDROPHONIUM
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00677	ISOFLUROPHATE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB01226	MIVACURIUM
BCHE	butyrylcholinesterase	DrugBank	n/a	DB03814	2-(N-MORPHOLINO)-ETHANESULFONIC ACID
BCHE	butyrylcholinesterase	DrugBank	n/a	DB03672	9-N-PHENYLMETHYLAMINO-TACRINE
BCHE	butyrylcholinesterase	DrugBank	activator	DB00733	PRALIDOXIME
BCHE	butyrylcholinesterase	DrugBank	n/a	DB03822	ETHYL DIHYDROGEN PHOSPHATE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB07681	DODECANESULFONATE ION
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00382	TACRINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB03568	BUTANOIC ACID
BCHE	butyrylcholinesterase	DrugBank	n/a	DB02811	DIETHYLPHOSPHONO GROUP
BCHE	butyrylcholinesterase	DrugBank	n/a	DB08200	(1R)-MENTHYL HEXYL PHOSPHONATE GROUP
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00941	HEXAFLURONIUM
BCHE	butyrylcholinesterase	DrugBank	antagonist	DB00545	PYRIDOSTIGMINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB08201	(1S)-MENTHYL HEXYL PHOSPHONATE GROUP
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00944	DEMECARIUM
BCHE	butyrylcholinesterase	DrugBank	n/a	DB04251	MONOISOPROPYL ESTER PHOSPHONIC ACID GROUP
BCHE	butyrylcholinesterase	DrugBank	inhibitor	DB00989	RIVASTIGMINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB07940	9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE
BCHE	butyrylcholinesterase	DrugBank	n/a	DB02687	BETA-D-MANNOSE
BCHE	butyrylcholinesterase	TEND	n/a	HEXAFLURONIUM BROMIDE	HEXAFLURONIUM BROMIDE
BCHE	butyrylcholinesterase	TEND	n/a	ISOFLUROPHATE	ISOFLUROPHATE
BCHE	butyrylcholinesterase	TEND	n/a	ECHOTHIOPHATE IODIDE	ECHOTHIOPHATE IODIDE
BCHE	butyrylcholinesterase	TEND	n/a	DEMECARIUM BROMIDE	DEMECARIUM BROMIDE
BCHE	butyrylcholinesterase	TEND	n/a	RIVASTIGMINE	RIVASTIGMINE
BCHE	butyrylcholinesterase	TTD	inhibitor	DAP000962	ECHOTHIOPHATE IODIDE
BCHE	butyrylcholinesterase	TTD	inhibitor	DAP000963	HEXAFLURONIUM BROMIDE
BCHE	butyrylcholinesterase	PharmGKB	n/a	PA451522	SUCCINYLCHOLINE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00231	TEMAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00186	LORAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00349	CLOBAZAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01544	FLUNITRAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00418	SECOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00690	FLURAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00628	CLORAZEPATE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00306	TALBUTAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01174	PHENOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00404	ALPRAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00475	CHLORDIAZEPOXIDE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00897	TRIAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01355	HEXOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00683	MIDAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00241	BUTALBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01595	NITRAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00842	OXAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01558	BROMAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00312	PENTOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	agonist	DB00189	ETHCHLORVYNOL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00237	BUTABARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00599	THIOPENTAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00849	METHYLPHENOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01351	AMOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01483	BARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01352	APROBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01354	HEPTABARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01353	BUTETHAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	agonist	DB00371	MEPROBAMATE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00794	PRIMIDONE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB00463	METHARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	DrugBank	potentiator	DB01496	BARBITURIC ACID DERIVATIVE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	FLUNITRAZEPAM	FLUNITRAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	ALPRAZOLAM	ALPRAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	TRIAZOLAM	TRIAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	PHENOBARBITAL	PHENOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	TEMAZEPAM	TEMAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	METHYLPHENOBARBITAL	METHYLPHENOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	OXAZEPAM	OXAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	FLURAZEPAM	FLURAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	NITRAZEPAM	NITRAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	PRIMIDONE	PRIMIDONE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	BROMAZEPAM	BROMAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	CLORAZEPATE	CLORAZEPATE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	CHLORDIAZEPOXIDE	CHLORDIAZEPOXIDE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	SECOBARBITAL	SECOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	LORAZEPAM	LORAZEPAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	MIDAZOLAM	MIDAZOLAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	CLOBAZAM	CLOBAZAM
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	BUTABARBITAL	BUTABARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	PENTOBARBITAL	PENTOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	TALBUTAL	TALBUTAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	THIOPENTAL	THIOPENTAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	HEXOBARBITAL	HEXOBARBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	BUTALBITAL	BUTALBITAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	BUTETHAL	BUTETHAL
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	MEPROBAMATE	MEPROBAMATE
GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	TEND	n/a	METHARBITAL	METHARBITAL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00321	AMITRIPTYLINE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01565	DIHYDROMORPHINE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01497	ETORPHINE
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB01183	NALOXONE
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB00704	NALTREXONE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01444	DIMETHYLTHIAMBUTENE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00708	SUFENTANIL
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB01548	DIPRENORPHINE
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB00921	BUPRENORPHINE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01571	3-METHYLFENTANYL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00333	METHADONE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01452	HEROIN
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB06274	ALVIMOPAN
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01081	DIPHENOXYLATE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00899	REMIFENTANIL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01439	3-METHYLTHIOFENTANYL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00611	BUTORPHANOL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00193	TRAMADOL
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB00844	NALBUPHINE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00497	OXYCODONE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00318	CODEINE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00647	PROPOXYPHENE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00854	LEVORPHANOL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00813	FENTANYL
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00295	MORPHINE
OPRD1	opioid receptor, delta 1	DrugBank	antagonist	DB01192	OXYMORPHONE
OPRD1	opioid receptor, delta 1	DrugBank	partial agonist	DB00327	HYDROMORPHONE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00956	HYDROCODONE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB00836	LOPERAMIDE
OPRD1	opioid receptor, delta 1	DrugBank	agonist	DB01535	CARFENTANIL
OPRD1	opioid receptor, delta 1	TEND	n/a	NALTREXONE	NALTREXONE
OPRD1	opioid receptor, delta 1	TEND	n/a	NALOXONE	NALOXONE
OPRD1	opioid receptor, delta 1	TEND	n/a	HYDROMORPHONE	HYDROMORPHONE
OPRD1	opioid receptor, delta 1	TEND	n/a	BUTORPHANOL	BUTORPHANOL
OPRD1	opioid receptor, delta 1	TEND	n/a	NALBUPHINE	NALBUPHINE
OPRD1	opioid receptor, delta 1	TEND	n/a	HYDROCODONE	HYDROCODONE
OPRD1	opioid receptor, delta 1	TEND	n/a	FENTANYL	FENTANYL
OPRD1	opioid receptor, delta 1	TEND	n/a	CODEINE	CODEINE
OPRD1	opioid receptor, delta 1	TEND	n/a	OXYCODONE	OXYCODONE
OPRD1	opioid receptor, delta 1	TEND	n/a	MORPHINE	MORPHINE
OPRD1	opioid receptor, delta 1	TEND	n/a	PROPOXYPHENE	PROPOXYPHENE
OPRD1	opioid receptor, delta 1	TTD	agonist	DAP000214	BUTORPHANOL
OPRD1	opioid receptor, delta 1	TTD	binder	DAP000425	LOPERAMIDE
OPRD1	opioid receptor, delta 1	TTD	binder	DAP000472	HYDROMORPHONE
OPRD1	opioid receptor, delta 1	TTD	antagonist	DAP000380	NALBUPHINE
OPRD1	opioid receptor, delta 1	TTD	agonist	DCL000775	DIVERS DRUG
OPRD1	opioid receptor, delta 1	TTD	antagonist	DAP000379	NALTREXONE
OPRD1	opioid receptor, delta 1	TTD	agonist	DPR000021	BIO-306
OPRD1	opioid receptor, delta 1	TTD	agonist	DAP000253	HYDROCODONE
OPRD1	opioid receptor, delta 1	TTD	agonist	DAP000283	OXYCODONE
OPRD1	opioid receptor, delta 1	TTD	agonist	DAP000213	CODEINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB07368	4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04107	[(1-{2[(4-CARBAMIMIDOYL-PHENYLAMINO)-METHYL]-1-METHYL-1H-BENZOIMIDAZOL-5-YL}-CYCLOPROPYL)-PYRIDIN-2-YL-METHYLENEAMINOOXY]-ACETIC ACID ETHYL ESTER
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03417	1-(4-TERT-BUTYLCARBAMOYL-PIPERAZINE-1-CARBONYL)-3-(3-GUANIDINO-PROPYL)-4-OXO-AZETIDINE-2-CARBOXYLIC ACID
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02812	(2S,4R)-1-ACETYL-N-[(1S)-4-[(AMINOIMINOMETHYL)AMINO]-1-(2-BENZOTHIAZOLYLCARBONYL)BUTYL]-4-HYDROXY-2-PYRROLIDINECARBOXAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB08420	1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01805	MONOISOPROPYLPHOSPHORYLSERINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03136	4-IODOBENZO[B]THIOPHENE-2-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02193	2-(2-HYDROXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04125	N-ALPHA-(2-NAPHTHYLSULFONYL)-N(3-AMIDINO-L-PHENYLALANINYL)-4-ACETYL-PIPERAZINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04790	2,5-BIS-O-{3-[AMINO(IMINO)METHYL]PHENYL}-1,4:3,6-DIANHYDRO-D-GLUCITOL
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06918	2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06840	DIETHYL [(1R)-1,5-DIAMINOPENTYL]BORONATE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04792	2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04301	BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANE KETONE HYDRATE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02045	AMYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02354	4-{[1-METHYL-5-(2-METHYL-BENZOIMIDAZOL-1-YLMETHYL)-1H-BENZOIMIDAZOL-2-YLMETHYL]-AMINO}-BENZAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03865	6-CHLORO-2-(2-HYDROXY-BIPHENYL-3-YL)-1H-INDOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03016	CRA_1801
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04246	CRA_23653
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01745	N-ALPHA-(2-NAPHTHYLSULFONYL)-N(3-AMIDINO-L-PHENYLALANINYL)ISOPIPECOLINIC ACID METHYL ESTER
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03373	ZK-806711
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01767	HEMI-BABIM
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02744	RPR131247
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB08254	2-NAPHTHALENESULFONIC ACID
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04269	CYCLOTHEONAMIDE A
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06853	N-CYCLOHEPTYLGLYCYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB07131	(S)-N-(4-CARBAMIMIDOYLBENZYL)-1-(3-CYCLOHEXYLPROPANOYL)PYRROLIDINE-2-CARBOXAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB08763	[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02764	HEXANE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03213	BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANE KETONE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02366	CRA_10762
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03643	CRA_1144
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04470	CRA_10656
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02287	2-(2-HYDROXY-PHENYL)-3H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01665	ZK-800270
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04563	CRA_9678
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02989	CRA_10972
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03173	CRA_10433
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06858	N-CYCLOOCTYLGLYCYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02112	ZK-806450
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04410	3-PHENYLPROPYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02063	CRA_16847
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03876	THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03443	BIS(5-AMIDINO-BENZIMIDAZOLYL)METHANONE ZINC
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03243	4-FLUOROBENZYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04325	2-PHENYLETHYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01939	5-AMIDINO-BENZIMIDAZOLE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02269	[4-({[5-BENZYLOXY-1-(3-CARBAMIMIDOYL-BENZYL)-1H-INDOLE-2-CARBONYL]-AMINO}-METHYL)-PHENYL]-TRIMETHYL-AMMONIUM
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01876	BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANONE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03976	PHOSPHORYLISOPROPANE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03561	CYCLOHEXANE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01771	CRA_10991
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04311	4-PHENYLBUTYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03494	CRA_10950
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02875	CRA_1802
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01725	CRA_7806
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03555	CRA_11092
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02288	CRA_9334
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04442	2-(2-OXO-1,2-DIHYDRO-PYRIDIN-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06845	(S)-N-(4-CARBAMIMIDOYLBENZYL)-1-(2-(CYCLOPENTYLAMINO)ETHANOYL)PYRROLIDINE-2-CARBOXAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02435	AMINOMETHYLCYCLOHEXANE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04336	1-(4-AMIDINOPHENYL)-3-(4-CHLOROPHENYL)UREA
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB07985	+/-METHYL 4-(AMINOIMINOMETHYL)-BETA-[3- INH (AMINOIMINO)PHENYL]BENZENE PENTANOATE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01836	[4-(6-CHLORO-NAPHTHALENE-2-SULFONYL)-PIPERAZIN-1-YL]-(3,4,5,6-TETRAHYDRO-2H-[1,4']BIPYRIDINYL-4-YL)-METHANONE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02665	TRANS-2-PHENYLCYCLOPROPYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03374	3,5-DIIODOTYROSINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB04432	ZK-805623
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB07091	(S)-N-(4-CARBAMIMIDOYLBENZYL)-1-(2-(CYCLOHEXYLOXY)ETHANOYL)PYRROLIDINE-2-CARBOXAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02463	2-(2-HYDROXY-PHENYL)-1H-INDOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB01905	2-(2-HYDROXY-5-METHOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB02464	BENZYLAMINE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03081	CRC200 (CHIRON-BEHRING)
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06850	(S)-N-(4-CARBAMIMIDOYLBENZYL)-1-(2-(CYCLOHEXYLAMINO)ETHANOYL)PYRROLIDINE-2-CARBOXAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB03595	CRA_9785
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06923	2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB08184	2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB06692	APROTININ
PRSS1	protease, serine, 1 (trypsin 1)	DrugBank	n/a	DB07491	5-AMINO-2,4,6-TRIBROMOBENZENE-1,3-DICARBOXYLIC ACID
